,Unnamed: 0.1,Unnamed: 0,Candidate identification,Candidate name,Incumbent challenger status,Party code,Party affiliation,Total receipts,Transfers from authorized committees,Total disbursements,Transfers to authorized committees,Beginning cash,Ending cash,Contributions from candidate,Loans from candidate,Other loans,Candidate loan repayments,Other loan repayments,Debts owed by,Total individual contributions,Candidate state,Candidate district,Special election status,Primary election status,Runoff election status,General election status,General election percentage,Contributions from other political committees,Contributions from party committees,Coverage end date,Refunds to individuals,Refunds to committees,Affiliated Committee Id,Affiliated Committee Type,Affiliated Committee Name,Street one,Street two,City or town,State,ZIP code,lat,lon
747,747,747,H2FL15225,"BROWN, GAVIN [DEM/Candidate]",C,1,DEM,26646,0,26646,0,0,0,943,5650,0,0,0,5650,19053,FL,15,,,,,,0,0,10/03/2022,0,0,C00814269,H,GAVIN BROWN FOR CONGRESS,2155 ST. IVES COURT,,CLERMONT,FL,34711,28.50687286,-81.71510348
748,748,748,H2FL15258,"RAMIREZ, CESAR [DEM/Candidate]",C,1,DEM,14778.59,0,10701.31,0,0,4077.28,0,0,0,0,0,0,14778.59,FL,15,,,,,,0,0,12/31/2022,0,0,C00816330,H,CESAR RAMIREZ FOR CONGRESS CAMPAIGN COMMITTEE,4798 S. FLORIDA AVE,#235,LAKELAND,FL,33813,27.97724055,-81.95860531
749,749,749,H4FL15155,"COHN, ALAN [DEM/Candidate]",C,1,DEM,825897.45,709.34,856713.15,0,32856.21,2040.51,602.4,0,0,0,0,3500,747217.08,FL,15,,,,,,62075,0,12/31/2022,9990,0,C00718650,H,COHN FOR CONGRESS 2022,PO BOX 33079,,WASHINGTON,DC,20033,38.90566,-77.042325
750,750,750,H0FL12101,"ROSS, DENNIS ALAN [REP/Incumbent]",I,2,REP,192471,0,192471,0,0,0,0,0,0,0,0,0,129971,FL,15,,,,,,62500,0,07/31/2022,0,0,C00809608,H,DENNIS ROSS FOR CONGRESS,3310 CLEVELAND HEIGHTS,SUITE 204,LAKELAND,FL,33803,28.00352272,-81.94870509
751,751,751,H2FL07206,"MCGOVERN, KEVIN JOHN [REP/Opponent]",O,2,REP,494083.41,0,491044.52,0,0,3038.89,0,475000,0,330000,0,145000,16970,FL,15,,,,,,0,0,12/31/2022,0,0,C00797647,H,MCGOVERN FOR FLORIDA,110 E. REYNOLDS STREET,603,PLANT CITY,FL,33563,28.01645441,-82.1229031
752,752,752,H2FL15191,"TOLEDO, JACKIE [REP/Candidate]",C,2,REP,599075.58,0,598775.29,0,0,300.29,0,0,0,0,0,38885.73,588518.44,FL,15,,,,,,9000,0,12/31/2022,141850,0,C00807982,H,JACKIE TOLEDO FOR CONGRESS,610 S. BOULEVARD,,TAMPA,FL,33606,27.93785001,-82.46860246
753,753,753,H2FL15217,"ROSS, DENNIS [REP/Candidate]",C,2,REP,192471,0,192471,0,0,0,0,0,0,0,0,0,129971,FL,15,,,,,,62500,0,07/31/2022,0,0,C00809608,H,,,,,,,29.25539,93.63811
754,754,754,H2FL15233,"STARGEL, KELLI [REP/Candidate]",C,2,REP,360993,0,360993,0,0,0,0,100000,0,50896.79,0,0,245993,FL,15,,,,,,15000,0,09/30/2022,35800,0,C00815274,H,KELLI STARGEL FOR CONGRESS,2640A MITCHAM DRIVE,,TALLAHASSEE,FL,32308,30.45870643,-84.23332601
755,755,755,H2FL15241,"LEE, LAUREL MRS. [REP/Candidate]",C,2,REP,1563092.79,133068.65,1475852.5,33486.98,0,87240.29,0,165000,0,0,0,172500,942124.14,FL,15,,,,,,322900,0,12/31/2022,2100,0,C00815373,H,"LAUREL LEE FOR CONGRESS, INC.",P.O. BOX 2743,,BRANDON,FL,33509,27.934065,-82.30339
756,756,756,H8FL15230,"SPANO, VINCENT ROSS [REP/Incumbent]",I,2,REP,2900,0,26434.62,0,23721.86,187.24,0,0,0,0,0,108716.45,0,FL,15,,,,,,2900,0,12/31/2022,750,0,C00676668,H,ROSS SPANO FOR CONGRESS,P.O. BOX 423,,SEFFNER,FL,33584,27.98405,-82.2812386
757,757,757,H8FL26054,"GRIMES, DEMETRIES ANDREW CDR USN RET [REP/Candidate]",C,2,REP,421920.23,0,421920.23,0,0,0,1698.89,165000,0,30000,0,135000,254721.34,FL,15,,,,,,500,0,09/30/2022,10505,0,C00799205,H,FRIENDS OF GRIMES FOR FLORIDA,6039 CYPRESS GARDENS BLVD,SUITE 596,WINTER HAVEN,FL,33884,27.98652066,-81.68696384
758,758,758,H0FL16094,"GOOD, MARGARET ELIZABETH ROWELL [DEM/Candidate]",C,1,DEM,75.72,0,4155.46,0,4079.74,0,0,0,0,0,0,0,0,FL,16,,,,,,0,0,03/31/2021,100,0,C00713222,H,MARGARET GOOD FOR CONGRESS,P.O. BOX 5073,,SARASOTA,FL,34277,27.302855,-82.52874
759,759,759,H2FL13139,"SCHNEIDER, JAN [DEM/Candidate]",C,1,DEM,22651.67,0,47591,0,57088.83,32174.5,11469.48,7551.19,0,0,0,143129.69,2781,FL,16,,,,,,850,0,12/31/2022,100,0,C00447474,H,FRIENDS OF JAN SCHNEIDER,227 SEAGULL LANE,,SARASOTA,FL,34236,27.32734932,-82.55972046
760,760,760,H2FL16108,"HYDE, MARTIN [REP/Candidate]",C,2,REP,230006.24,0,218209.79,0,0,11796.45,0,194000,0,0,0,194000,36006.24,FL,16,,,,,,0,0,12/31/2022,0,0,C00775528,H,HYDE FOR CONGRESS,6948 SHOTGUN DRIVE,,SARASOTA,FL,34240,27.34966026,-82.43192476
761,761,761,H4FL16021,"FOLEY, MARK A [REP/Candidate]",C,2,REP,16987.95,0,501509.37,0,567630.06,83108.64,0,0,0,0,0,0,0,FL,16,,,,,,0,0,12/31/2022,0,0,C00289140,H,FRIENDS OF MARK FOLEY FOR CONGRESS,1316 LAKE VICTORIA DRIVE,,LAKE WORTH,FL,33461,26.59368732,-80.07151713
762,762,762,H6FL13148,"BUCHANAN, VERNON [REP/Incumbent]",I,2,REP,4693372.7,75501.83,3383107.05,305000,73085.08,1383350.73,29525.04,0,0,625000,0,0,2276153.24,FL,16,,,,,,2309093.34,0,12/31/2022,17517.51,9700,C00466466,N,AMERICAN VICTORY FUND COMMITTEE (AVF),"22780 INDIAN CREEK DRIVE, STE 100",,DULLES,VA,20166,38.98592913,-77.4327511
763,763,763,H0FL17159,"ELLISON, ALLEN [DEM/Candidate]",C,1,DEM,104949.12,0,98602.08,0,6155.8,1909.69,0,15873,0,600,0,16273,88439.53,FL,17,,,,,,0,0,12/31/2022,0,0,C00818005,H,ALLEN ELLISON FOR CONGRESS CAMPAIGN COMMITTEE 2022,PO BOX 1823,,SEBRING,FL,33871,27.500355,-81.43956
764,764,764,H2FL17106,"KALE, ANDREA DORIA [DEM/Candidate]",C,1,DEM,27724.28,0,28102.92,0,0,-378.64,110,16650,0,4800,0,11850,10964.28,FL,17,,,,,,0,0,12/31/2022,0,0,C00807768,H,ANDREA DORIA KALE FOR CONGRESS,4239 HOUSTON LANE,,NORTH PORT,FL,34287,27.05230014,-82.20134858
765,765,765,H4FL17037,"ELLISON, ALLEN L [DEM/Candidate]",C,1,DEM,89854.45,0,85261.49,0,6155.8,155.61,0,4400,0,600,0,4800,84817.86,FL,17,,,,,,0,0,12/31/2022,0,0,,,,,,,,,29.25539,93.63811
766,766,766,H8FL17053,"STEUBE, GREG [REP/Incumbent]",I,2,REP,1645535.54,337933.9,1001899.01,444.34,323776.45,967412.98,0,0,0,0,0,0,812361.52,FL,17,,,,,,475940,0,12/31/2022,8550,0,C00671891,H,GREG STEUBE FOR CONGRESS,5317 FRUITVILLE RD,# 102,SARASOTA,FL,34232,27.33954679,-82.46328306
767,767,767,H0FL18207,"KEITH, PAMELA M. [DEM/Candidate]",C,1,DEM,3803.02,853.23,8123.24,0,4320.22,0,1752,0,0,0,0,0,1197.79,FL,18,,,,,,0,0,03/31/2022,129.5,0,C00743286,H,COMMITTEE TO ELECT PAM KEITH,PO BOX 22611,,PHILADELPHIA,PA,19110,39.95066497,-75.16394074
768,768,768,H6FL18113,"CHANE, JONATHAN [DEM/Opponent]",O,1,DEM,0,0,0,0,0,0,0,0,0,0,0,117120.17,0,FL,18,,,,,,0,0,12/31/2022,0,0,C00580498,H,CHANE FOR CONGRESS,11380 PROSPERITY FARMS RD,SUITE 204,PALM BEACH GARDENS,FL,33410,26.8424164,-80.07210713
769,769,769,H0FL15104,"FRANKLIN, SCOTT MR. [REP/Incumbent]",I,2,REP,1111918.47,183894.77,784623.66,0,25480.89,352775.7,0,0,0,9237.18,0,390762.82,515431.61,FL,18,,,,,,402100,0,12/31/2022,4400,0,C00742247,H,SCOTT FRANKLIN FOR CONGRESS,P.O. BOX 2811,,LAKELAND,FL,33806,28.02927,-81.95708
770,770,770,H2FL09194,"SHEPHERD, GEORGE [REP/Candidate]",C,2,REP,5698.78,0,2512.26,0,0,434.56,5088.78,0,0,0,0,0,610,FL,18,,,,,,0,0,03/31/2022,0,0,C00779900,H,SHEPHERD FOR CONGRESS,700 TIGER LAKE ROAD,,LAKE WALES,FL,33898,27.88542598,-81.36389
771,771,771,H2FL15134,"RAYBON, JENNIFER SUSAN [REP/Candidate]",C,2,REP,137733.54,0,137733.54,0,0,0,58174.06,64294.48,0,58174.06,6120.42,0,10574,FL,18,,,,,,2000,0,12/31/2022,0,0,C00799551,H,JENNIFER RAYBON FOR CONGRESS,13900 COUNTY ROAD 455,SUITE 107-411,CLERMONT,FL,34711,28.54851746,-81.68231633
772,772,772,H2FL15159,"SCHMELING, WENDY JUNE MS. [REP/Candidate]",C,2,REP,23653.04,0,23238.38,0,0,414.66,0,14500,0,0,0,19274.84,8928.04,FL,18,,,,,,0,0,09/30/2022,0,0,C00805713,H,WENDY SCHMELING COMMITTEE TO ELECT FOR US REPRESENTATIVE,P.O. BOX 654,,AUBURNDALE,FL,33823,28.0614108,-81.7854546
773,773,773,H2FL20241,"SERRATORE, LEONARD LOUIS MR. [REP/Candidate]",C,2,REP,33850.5,0,33821.71,0,0,28.79,0,32812.5,1000,2627.89,0,0,38,FL,18,,,,,,0,0,11/09/2022,0,0,C00781302,H,LEONARD SERRATORE FOR CONGRESS,1943 HARTFORD COURT,,WEST PALM BEACH,FL,33409,26.7341166,-80.10337599
774,774,774,H6FL18121,"SPALDING, CARLA ARLENE [IND/Candidate]",C,3,IND,2002921.5,0,2006019.94,0,16018.23,12919.79,0,0,0,0,0,11375.44,1837379.86,FL,18,,,,,,230.52,200,12/31/2022,7242,0,C00727164,H,CARLA SPALDING FOR CONGRESS,1856 N NOB HILL RD,PMB 296,PLANTATION,FL,33322,26.14813024,-80.28687295
775,775,775,H2FL18138,"HAYDEN, KEITH R. JR [NPA/Candidate]",C,3,NPA,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,18,,,,,,0,0,09/30/2022,0,0,C00824110,H,COMMITTEE TO ELECT KEITH R HAYDEN JR. TO CONGRESS,3203 GOULD AVE,,SEBRING,FL,33870,27.47030707,-81.41037394
776,776,776,H0FL19106,"BANYAI, CINDY LYN [DEM/Candidate]",C,1,DEM,108926.24,0,106718.46,0,11319.99,277657.32,5,0,0,500,0,36445.06,104344.85,FL,19,,,,,,4500,0,12/31/2022,20,0,C00718155,H,FRIENDS OF CINDY BANYAI,PO BOX 2923,,FT. MYERS,FL,33902,26.64421,-81.872455
777,777,777,H0FL19114,"FIGLESTHALER, WILLIAM MATTHEW MD [REP/Opponent]",O,2,REP,13584.11,0,15490.52,0,1906.41,0,9660.77,0,0,0,0,0,0,FL,19,,,,,,0,0,10/10/2022,0,0,C00725531,H,WILLIAM FIGLESTHALER FOR CONGRESS,11216 TAMIAMI TRAIL NORTH,UNIT 542,NAPLES,FL,34110,26.27395548,-81.80150045
778,778,778,H0FL19171,"O'CONNELL, FORD [REP/Opponent]",O,2,REP,0,0,26579.13,0,26579.13,0,0,0,0,0,0,0,0,FL,19,,,,,,0,0,06/30/2022,0,0,C00729913,H,FORD FOR FLORIDA,PO BOX 780,,FORT MYERS,FL,33902,26.64421,-81.872455
779,779,779,H0FL19221,"ASKAR, CASEY [REP/Opponent]",O,2,REP,0,0,21.5,0,156.75,135.25,0,0,0,0,0,3362393.52,0,FL,19,,,,,,0,0,12/31/2022,0,0,C00742528,H,CASEY ASKAR FOR CONGRESS,PO BOX 651,,NAPLES,FL,34106,26.163435,-81.79105
780,780,780,H2FL14186,"DONALDS, BYRON [REP/Candidate]",C,2,REP,5657617.12,406710.24,5400519.91,0,480894.07,737991.28,0,0,0,0,0,0,4621136.22,FL,19,,,,,,571750,0,12/31/2022,26832.39,11200,C00733329,H,BYRON DONALDS FOR CONGRESS,2430 VANDERBILT BEACH ROAD,STE 108 PMB 260,NAPLES,FL,34108,26.24192102,-81.76762197
781,781,781,H2FL19110,"HUFF, JIM [REP/Candidate]",C,2,REP,18050.74,0,18050.74,0,0,0,1900.74,13000,0,2516.95,0,0,1850,FL,19,,,,,,1300,0,10/21/2022,0,0,C00812198,H,FRIENDS OF JIM HUFF,15392 ALDAMA CIR,,PORT CHARLOTTE,FL,33981,26.88278947,-82.20510309
782,782,782,H4FL19090,"BENACQUISTO, LIZBETH [REP/Opponent]",O,2,REP,0,0,0,0,0,0,0,0,0,0,0,121325.68,0,FL,19,,,,,,0,0,12/31/2022,0,0,C00556241,H,LIZBETH BENACQUISTO FOR CONGRESS,610 S BOULEVARD,,TAMPA,FL,33606,27.93785001,-82.46860246
783,783,783,H6FL19087,"ROONEY, FRANCIS [REP/Incumbent]",I,2,REP,0,0,6731.49,0,14801.16,8069.67,0,0,0,0,0,392000,0,FL,19,,,,,,0,0,12/31/2022,0,0,C00618223,H,ROONEY FOR CONGRESS,610 S. BOULEVARD,,TAMPA,FL,33606,27.93785001,-82.46860246
784,784,784,H1FL20011,"VILME, PRADEL [DEM/Opponent]",O,1,DEM,52750,0,52750,0,0,0,0,51500,0,48449.95,0,0.05,1250,FL,20,,,,,,0,0,04/30/2022,0,0,C00780627,H,PRADEL VILME FOR CONGRESS,16843 SW 50TH ST,,MIRAMAR,FL,33027,25.9647588,-80.37008915
785,785,785,H2FL20134,"SHARIEF, BARBARA [DEM/Opponent]",O,1,DEM,1014810.02,27350,1021180.52,0,6370.5,0,50,803500,0,2211.63,0,801288.37,163660.02,FL,20,,,,,,15250,5000,12/31/2022,0,0,C00763995,H,FRIENDS OF BARBARA SHARIEF FOR CONGRESS,3351 N. UNIVERSITY DRIVE,,DAVIE,FL,33024,26.04004552,-80.24731036
786,786,786,H2FL20142,"DOWLING, ELVIN [DEM/Opponent]",O,1,DEM,82783.23,0,78323.81,0,0,0,5,40564.89,0,1484.33,0,0,42213.34,FL,20,,,,,,0,0,09/30/2022,0,0,C00776518,H,PEOPLE FOR ELVIN DOWLING,1905 W.BLUE HERON BLVD.,P.O. BOX 10725,RIVIERA BEACH,FL,33404,26.7817279,-80.08616618
787,787,787,H2FL20159,"HOLNESS, DALE [DEM/Opponent]",O,1,DEM,1232683.97,0,1213481.66,0,0,19202.31,0,90000,0,0,0,90000,1124274.68,FL,20,,,,,,16000,0,12/31/2022,30100,100,C00776831,H,HOLNESS FOR CONGRESS,4325 W SUNRISE BLVD,,PLANTATION,FL,33313,26.13600427,-80.2170387
788,788,788,H2FL20175,"TAYLOR, PRISCILLA ANN [DEM/Candidate]",C,1,DEM,66410.21,0,66410.21,0,0,0,0,26225,0,0,0,0,40185.21,FL,20,,,,,,0,0,01/31/2022,0,0,C00776773,H,FRIENDS OF PRISCILLA TAYLOR,P O BOX 8035,,WEST PALM BEACH,FL,33407,26.734665,-80.056175
789,789,789,H2FL20183,"THURSTON, PERRY [DEM/Candidate]",C,1,DEM,548962.59,0,548962.59,0,0,0,24000,170500,0,0,0,0,300562.59,FL,20,,,,,,53900,0,01/31/2022,10034,5000,C00777250,H,THURSTON FOR CONGRESS,721 N.W. 35TH TERRACE,,LAUDERHILL,FL,33311,26.12994571,-80.1956998
790,790,790,H2FL20209,"DUBOSE, BOBBY B [DEM/Candidate]",C,1,DEM,434582.35,0,434582.35,0,0,0,0,0,0,0,0,0,425583.35,FL,20,,,,,,8999,0,01/11/2022,71450,0,C00779074,H,DUBOSE FOR CONGRESS,PO BOX 1041,,FT LAUDERDALE,FL,33302,26.127185,-80.15064
791,791,791,H2FL20217,"HARDY, OMARI [DEM/Candidate]",C,1,DEM,206765.95,0,206765.95,0,0,0,1234.37,0,0,0,0,0,201557.55,FL,20,,,,,,3260.84,0,01/31/2022,18302.75,2800,C00778431,H,OMARI HARDY FOR CONGRESS,PO BOX 1108,,WEST PALM BEACH,FL,33402,26.713475,-80.057855
792,792,792,H2FL20266,"JACKSON, PHIL [DEM/Opponent]",O,1,DEM,63965,0,21643.95,0,0,42321.05,10825,36900,0,0,0,36900,16240,FL,20,,,,,,0,0,10/13/2021,0,0,C00784439,H,PHIL JACKSON FOR CONGRESS COMMITTEE,"4371 NORTHLAKE BLVD, #104",,PALM BEACH GARDENS,FL,33410,26.80901846,-80.10445398
793,793,793,H2FL23021,"HASTINGS, ALCEE L [DEM/Incumbent]",I,1,DEM,816.18,0,150681.66,0,149865.48,0,0,0,0,0,0,0,0,FL,20,,,,,,0,0,12/31/2022,0,0,C00269837,H,HASTINGS FOR CONGRESS,P.O. BOX 100277,.,FT. LAUDERDALE,FL,33310,26.16557,-80.16864
794,794,794,H8FL20032,"CHERFILUS-MCCORMICK, SHEILA [DEM/Incumbent]",I,1,DEM,6779418.8,0,6816601.25,0,39960.91,2778.46,3396.98,6236493.5,0,2489568.5,0,3796925,277790.33,FL,20,,,,,,250081.18,0,12/31/2022,0,0,C00677492,H,"SHEILA CHERFILUS MCCORMICK FOR CONGRESS, INC",4577 NORTH NOB HILL RD,SUITE 203,SUNRISE,FL,33351,26.18272605,-80.28415352
795,795,795,H0FL20120,"MUSSELWHITE, GREGORY WAYNE SR. [REP/Candidate]",C,2,REP,14551,0,15968.64,0,1417.64,0,710,6500,0,0,0,17806.28,7341,FL,20,,,,,,0,0,12/31/2021,0,0,C00700195,H,GREG MUSSELWHITE COMMITTEE TO ELECT FOR CONGRESS,60 WOODCREST DR.,,FORT PIERCE,FL,34945,27.448191,-80.44922253
796,796,796,H2FL20225,"DEGRAMMONT, VIC [REP/Candidate]",C,2,REP,26491.72,0,26462.72,0,0,29,0,0,0,0,0,0,26491.72,FL,20,,,,,,0,0,12/31/2022,0,0,C00779512,H,DEGRAMMONT FOR CONGRESS,4846 N UNIVERSITY DR,STE 337,LAUDERHILL,FL,33351,26.18535097,-80.25175252
797,797,797,H2FL20290,"MARINER, JASON [REP/Candidate]",C,2,REP,127229.1,0,127101.6,0,0,127.5,0,0,0,0,0,4211.09,104029.1,FL,20,,,,,,200,23000,01/31/2022,0,0,C00786384,H,FRIENDS OF JASON MARINER,PO BOX 18241,,WEST PALM BEACH,FL,33416,26.6664749,-80.0914172
798,798,798,H2FL25083,"CLARK, DREW-MONTEZ DR. [REP/Candidate]",C,2,REP,145971.24,0,141482.18,0,0,4489.06,2611.9,11375,0,5525,0,5850,124866.59,FL,20,,,,,,5000,0,12/31/2022,0,0,C00784041,H,DREW-MONTEZ CLARK FOR CONGRESS,17113 MIRAMAR PKWY,#167,MIRAMAR,FL,33027,25.97869749,-80.37566999
799,799,799,H2FL20191,"TER MAAT, MICHAEL [LIB/Candidate]",C,3,LIB,50469.73,0,50469.73,0,0,0,11420.45,0,0,0,0,0,35349.68,FL,20,,,,,,498,3201.6,01/31/2022,0,0,C00777649,H,MIKE TER MAAT CAMPAIGN COMMITTEE,801 N PARK ROAD,,HOLLYWOOD,FL,33021,26.01717202,-80.17560251
800,800,800,H2FL18096,"BALDERRAMOS ROBINSON, CORINNA [DEM/Candidate]",C,1,DEM,82386.46,0,80338.81,0,0,2047.65,0,0,0,0,0,0,82136.46,FL,21,,,,,,250,0,12/31/2022,0,0,C00786574,H,CORINNA FOR THE PEOPLE,10380 SW VILLAGE CENTER DRIVE 258,,PORT ST. LUCIE,FL,34987,27.26800749,-80.431212
801,801,801,H0FL21060,"SCANLAN, AARON [REP/Candidate]",C,2,REP,0,0,0,0,16.8,16.8,0,0,0,0,0,0,0,FL,21,,,,,,0,0,03/09/2022,0,0,C00712992,H,SCANLAN FOR CONGRESS,"700 S ROSEMARY AVE, #204",,WEST PALM BEACH,FL,33401,26.70745339,-80.05714761
802,802,802,H2FL18088,"MARTZ, MELISSA [REP/Candidate]",C,2,REP,336572,0,343424.84,0,0,-6852.84,100,0,0,0,0,0,336018.83,FL,21,,,,,,140.95,146.27,09/30/2022,803,0,C00775486,H,MELISSA MARTZ CAMPAIGN ACCOUNT CD 18,1127 ROYAL PALM BEACH BLVD,125,ROYAL PALM BEACH,FL,33411,26.707408,-80.23172103
803,803,803,H2FL21074,"FEIT, KEITH DR. [REP/Candidate]",C,2,REP,15651.19,0,15651.19,0,0,0,2348,0,0,0,0,0,13236.13,FL,21,,,,,,0,0,12/31/2021,1900,0,C00769372,H,FEIT2022,1025 GATEWAY BLVD,SUITE 303-167,BOYNTON BEACH,FL,33426,26.55075748,-80.07571202
804,804,804,H2FL21082,"BUONGIORNO, JEFFREY D [REP/Candidate]",C,2,REP,541585.51,0,262773.85,0,0,278811.66,378498.63,126000,0,40750,0,93389.06,37086.88,FL,21,,,,,,0,0,12/31/2022,700,0,C00772335,H,JEFF BUONGIORNO FOR CONGRESS,6671 W INDIANTOWN ROAD,STE 50-404,JUPITER,FL,33458,26.93584101,-80.13483302
805,805,805,H2FL21124,"SKRBIC, LJUBO DR [REP/Candidate]",C,2,REP,32505.64,0,32469.64,0,0,0,0,32505.64,0,0,0,22550.64,0,FL,21,,,,,,0,0,08/03/2022,0,0,C00787721,H,"LIVING IN HARMONY, DR LJUBO SKRBIC",3230 S. OCEAN BLVD #103,,PALM BEACH FL 33480,FL,33480,26.60368999,-80.03855253
806,806,806,H2FL21165,"MARKS, MARTIN J. [REP/Candidate]",C,2,REP,240253.59,0,189872.94,0,0,50380.65,0,0,0,0,0,0,239253.59,FL,21,,,,,,1000,0,12/31/2022,66439.34,0,C00800755,H,MARTIN MARKS FOR CONGRESS,340 ROYAL POINCIANA WAY,STE 317-435,PALM BEACH,FL,33480,26.71688659,-80.04241533
807,807,807,H6FL18097,"MAST, BRIAN [REP/Incumbent]",I,2,REP,6338072.31,776935.12,5218760.88,0,994362.19,2113673.62,0,0,0,0,0,0,5142938.43,FL,21,,,,,,363435.01,0,12/31/2022,23951.13,1000,C00632257,H,MAST FOR CONGRESS,PO BOX 3016,,STUART,FL,34995,27.191925,-80.25005
808,808,808,H2FL21066,"TROUT, W. MICHAEL ""MIKE"" [FL/Candidate]",C,3,FL,13637.59,0,4263.95,0,0,9373.64,1940.52,10830,0,1000,0,10830,617.07,FL,21,,,,,,0,0,12/31/2022,0,0,C00818468,H,MIKE TROUT FOR CONGRESS CAMPAIGN COMMITTEE,9453 BURLINGTON PLACE,,BOCA RATON,FL,33434,26.39278874,-80.19540803
809,809,809,H0FL21177,"MALKEMUS, CHARLESTON [NPA/Candidate]",C,3,NPA,4000,0,441.46,0,291.62,3850.16,0,4000,0,0,0,31623.57,0,FL,21,,,,,,0,0,03/31/2021,0,0,C00744615,H,CHARLESTON FOR CONGRESS,239 S SWINTON AVE,,DELRAY BEACH,FL,33444,26.45656613,-80.07296259
810,810,810,H0FL19080,"DEUTCH, THEODORE ELIOT [DEM/Incumbent]",I,1,DEM,434684.6,0,705784.64,0,459816.36,188716.32,0,0,0,0,0,0,289708.37,FL,22,,,,,,102050,0,12/31/2022,71300,10800,C00469163,H,TED DEUTCH FOR CONGRESS COMMITTEE,910 17TH ST NW STE 925,,WASHINGTON,DC,20006,38.90188856,-77.03992532
811,811,811,H2FL14053,"FRANKEL, LOIS J. [DEM/Incumbent]",I,1,DEM,1275269.43,0,1821733.61,0,1192171.41,645707.23,0,0,0,0,0,0,750075.87,FL,22,,,,,,517250.36,0,12/31/2022,6934.66,0,C00494856,H,LOIS FRANKEL FOR CONGRESS,PO BOX 812421,,BOCA RATON,FL,33481,26.3768262,-80.119907
812,812,812,H2FL22189,"CALABRESE, CURTIS [DEM/Candidate]",C,1,DEM,10021.63,0,10021.63,0,0,0,1693.97,0,0,0,0,0,8327.66,FL,22,,,,,,0,0,06/05/2022,0,0,C00811158,H,CURTIS CALABRESE FOR CONGRESS,PO BOX 4847,,DEERFIELD BEACH,FL,33442,26.32132,-80.12496
813,813,813,H0FL22100,"SWAFFAR, DARLENE [REP/Candidate]",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,22,,,,,,0,0,03/31/2021,0,0,C00771147,H,SWAFFAR FOR CONGRESS CORP,2745 W. HILLSBORO BLVD,SUITE 1,DEERFIELD BEACH,FL,33442,26.31799131,-80.14106739
814,814,814,H0FL22159,"FLYNN, FRAN [REP/Candidate]",C,2,REP,0,0,2159.7,0,12948.42,0,0,0,0,959.7,0,-959.7,0,FL,22,,,,,,0,0,12/31/2022,0,0,C00742627,H,FRAN FLYNN CAMPAIGN,18 ISLA BAHIA DRIVE,,FORT LAUDERDALE,FL,33316,26.10903935,-80.11572236
815,815,815,H2FL21090,"DORILAS, ROD MR. [REP/Candidate]",C,2,REP,580954.71,0,578659.83,0,0,2294.88,10454.41,0,0,0,0,79501.7,533449.34,FL,22,,,,,,17000,0,12/31/2022,33300,0,C00776484,H,ROD DORILAS FOR CONGRESS,9314 FOREST HILL BLVD,SUITE 636,WELLINGTON,FL,33411,26.65031785,-80.19531683
816,816,816,H2FL21108,"FRANZESE, DANIEL JOHN [REP/Candidate]",C,2,REP,1614198.79,0,1606217.92,0,0,7980.87,203702.37,1162357.57,0,0,0,1162357.57,224854.53,FL,22,,,,,,3100,5000,12/31/2022,3051,0,C00780056,H,DAN FRANZESE FOR CONGRESS,PO BOX 2008,,PALM BEACH,FL,33407,26.734665,-80.056175
817,817,817,H2FL21132,"ADEIMY, DEBORAH [REP/Candidate]",C,2,REP,203568.7,0,203125.09,0,0,443.61,71873.22,11440,0,0,0,11440,119164.66,FL,22,,,,,,0,0,12/31/2022,11730,0,C00791541,H,DEBORAH ADEIMY FOR CONGRESS,PO BOX 15467,,WEST PALM BEACH,FL,33416,26.6664749,-80.0914172
818,818,818,H2FL21140,"ARIANAS, PETER STEVEN [REP/Candidate]",C,2,REP,60603.25,0,59545.89,167,0,1057.36,0,36549.7,100,0,100,36549.7,23853.93,FL,22,,,,,,0,0,11/28/2022,0,0,C00784991,H,ARIANAS TO CONGRESS,13833 WELLINGTON TRACE,STE E4152,WELLINGTON,FL,33414,26.66314107,-80.2662253
819,819,819,H2FL21157,"WHEELEN, WILLIAM [REP/Candidate]",C,2,REP,37908.73,0,37908.73,0,0,0,16354.73,0,0,0,0,0,21554,FL,22,,,,,,0,0,06/30/2022,255,0,C00800854,H,FRIENDS OF BILL WHEELEN,9662 WORSWICK CT,,WELLINGTON,FL,33414,26.64667298,-80.19759185
820,820,820,H2FL21181,"LAWLOR, CARRIE [REP/Candidate]",C,2,REP,13481,0,17689.75,0,1699.52,-1659.29,0,0,0,0,0,3813.11,13471,FL,22,,,,,,0,0,09/22/2022,0,0,C00812248,H,FRIENDS OF CARRIE LAWLOR CORP,7677 HOFFY CIRCLE,,LAKE WORTH,FL,33467,26.55972628,-80.16687502
821,821,821,H2FL22239,"O'ROURKE, MICHAEL JOSEPH [REP/Candidate]",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,22,,,,,,0,0,12/31/2022,0,0,C00816769,H,MIKE O'ROURKE FOR CONGRESS,47 FLINTLOCK DR,,SHIRLEY,NY,11967,40.786022,-72.8671892
